Company,TypeName,Inches,Ram,OpSys,Weight,Price,HasIpsPanel,HasTouchScreen,ResWidth,ResHeight,ResCategory,Ppi,Ssd,Hdd,Flash,Hybrid,CpuCategory,CpuSpeedGhz,GpuCategory
Dell,Notebook,15.6,8,Windows 10,2.33,47899,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,AMD Mid-End
HP,Ultrabook,14.0,8,Windows 10,1.36,93240,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,58555,0,1,1920,1080,Mid,141.21,512,2000,0,0,Intel Core i7,2.7,Nvidia Mid-End
Acer,Notebook,15.6,4,Windows 10,2.1,22697,0,0,1366,768,Low,100.45,128,0,0,0,AMD A9,3.0,AMD Low-End
Asus,Gaming,17.3,16,Windows 10,3.25,117163,1,0,1920,1080,Mid,127.34,256,1000,0,0,AMD Ryzen,3.0,AMD High-End
Lenovo,Notebook,17.3,4,Windows 10,2.6,26054,0,0,1600,900,Mid,106.11,128,0,0,0,AMD A8,2.2,AMD Low-End
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,46301,0,1,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,1.8,Intel Mid-End
HP,Notebook,15.6,4,Windows 10,1.91,26053,0,0,1920,1080,Mid,141.21,256,0,0,0,AMD A9,3.0,AMD Low-End
Lenovo,Netbook,11.6,4,Windows 10,1.59,29464,1,0,1366,768,Low,135.09,128,0,0,0,Other Intel,1.1,Intel Low-End
Dell,Notebook,15.6,4,Windows 10,1.8,16464,0,0,1366,768,Low,100.45,0,500,0,0,Other Intel,1.6,Intel Low-End
Asus,Notebook,14.0,4,Windows 10,1.5,15238,0,0,1366,768,Low,111.94,0,0,32,0,Other Intel,1.1,Intel Low-End
Acer,Notebook,15.6,8,Linux,2.4,45075,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Gaming,17.3,8,Windows 10,3.35,63456,1,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,15.6,4,No OS,1.85,21498,0,0,1920,1080,Mid,141.21,128,0,0,0,Intel Core i3,2.0,Intel Low-End
Asus,Gaming,15.6,8,Windows 10,2.3,88178,1,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,14.0,8,Windows 10,1.5,58555,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Nvidia Mid-End
Asus,Ultrabook,13.3,16,Windows 10,1.1,93181,0,1,1920,1080,Mid,165.63,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,121585,1,0,2560,1440,High,209.8,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Notebook,13.3,4,Windows 10,1.5,29251,1,0,1920,1080,Mid,165.63,128,0,0,0,Intel Core i3,2.4,Intel Low-End
Dell,Workstation,15.6,8,Windows 10,2.23,72940,0,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i5,2.6,AMD Firepro
Dell,Workstation,15.6,8,Windows 10,2.0,113753,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,Nvidia Quadro
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,133680,0,1,2560,1440,High,209.8,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Asus,Gaming,17.3,8,Windows 10,3.0,55358,0,0,1920,1080,Mid,127.34,0,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Asus,Gaming,17.3,16,Windows 10,3.0,84768,0,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Acer,Notebook,15.6,12,Windows 10,2.2,36976,1,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,1.6,Nvidia Mid-End
MSI,Gaming,17.3,8,Windows 10,2.7,71875,0,0,1920,1080,Mid,127.34,256,0,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Notebook,15.6,8,Linux,2.33,41498,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,AMD Mid-End
HP,Ultrabook,15.6,4,Windows 10,1.91,26587,0,0,1920,1080,Mid,141.21,256,0,0,0,AMD A9,3.0,AMD Mid-End
Lenovo,Notebook,15.6,8,Windows 10,2.1,65511,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,1.8,AMD High-End
Lenovo,Notebook,14.0,8,Windows 10,1.9,49977,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Workstation,15.6,8,Windows 10,1.78,144495,0,1,3840,2160,Ultra,282.42,256,0,0,0,Intel Core i7,2.8,Nvidia Quadro
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,139860,1,0,2560,1440,High,209.8,1000,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,16304,0,0,1366,768,Low,100.45,0,1000,0,0,Other Intel,1.1,Intel Low-End
Asus,Gaming,17.3,16,Windows 10,2.9,81465,0,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,15.6,8,Windows 10,2.1,60979,1,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i5,1.6,AMD High-End
Acer,Notebook,15.6,8,Linux,2.5,46833,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia High-End
MSI,Gaming,17.3,16,Windows 10,2.8,119827,0,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Asus,Ultrabook,14.0,8,Windows 10,1.1,99793,0,0,1920,1080,Mid,157.35,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,93080,0,0,1920,1080,Mid,165.63,512,0,0,0,Intel Core i7,2.5,Intel Low-End
Dell,Ultrabook,14.0,8,Windows 10,1.36,89510,0,0,1920,1080,Mid,157.35,512,0,0,0,Intel Core i7,2.8,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,21792,0,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i3,2.0,Intel Low-End
Lenovo,Notebook,11.6,2,Windows 10,1.15,16221,0,0,1366,768,Low,135.09,0,0,32,0,Other Intel,1.1,Intel Low-End
Lenovo,Workstation,15.6,8,Windows 10,2.67,102564,0,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.8,Nvidia Quadro
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,103523,1,0,2560,1440,High,209.8,512,0,0,0,Intel Core i7,2.8,Nvidia Mid-End
HP,Notebook,15.6,4,Windows 10,2.1,24988,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i3,2.0,AMD Mid-End
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,42038,1,1,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,2.5,Intel Low-End
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,49444,1,1,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,15.6,4,Linux,2.3,31909,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,AMD Low-End
Dell,Notebook,13.3,4,Windows 10,1.65,36710,0,0,1366,768,Low,117.83,128,0,0,0,Intel Core i3,2.0,Intel Low-End
HP,Ultrabook,14.0,8,Windows 10,1.43,79920,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,2.5,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.14,28769,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,64755,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,1.8,AMD High-End
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,101179,1,1,3840,2160,Ultra,282.42,512,0,0,0,Intel Core i7,2.8,Nvidia High-End
Chuwi,Notebook,12.3,6,Windows 10,1.4,23923,1,0,2736,1824,Ultra,267.34,0,0,64,0,Other Intel,1.1,Intel Low-End
HP,Notebook,15.6,8,Windows 10,2.31,76031,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.9,Intel Low-End
Asus,Notebook,15.6,8,Linux,2.3,31808,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i3,2.4,Nvidia Mid-End
Dell,Gaming,17.3,16,Windows 10,4.42,149131,1,0,2560,1440,High,169.78,256,1000,0,0,Intel Core i7,2.9,Nvidia High-End
Dell,Gaming,15.6,8,Windows 10,2.62,61752,1,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Notebook,15.6,8,Windows 10,2.02,60867,0,0,1920,1080,Mid,141.21,256,2000,0,0,Intel Core i7,1.8,AMD Mid-End
Dell,Ultrabook,14.0,8,Linux,1.6,58555,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,2.8,Intel Low-End
HP,Gaming,17.3,12,Windows 10,3.35,106507,0,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,15931,1,1,1920,1080,Mid,189.91,32,0,0,0,Other Intel,1.1,Intel Low-End
Samsung,Netbook,11.6,4,Chrome OS,1.15,14332,0,0,1366,768,Low,135.09,0,0,16,0,Other Intel,1.6,Intel Low-End
Lenovo,Notebook,13.3,8,Windows 10,1.4,53813,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Notebook,14.0,4,Windows 10,1.7,31915,1,0,1920,1080,Mid,157.35,128,0,0,0,Intel Core i3,2.7,Intel Low-End
Lenovo,Workstation,15.6,16,Windows 10,2.3,130270,1,0,3840,2160,Ultra,282.42,512,0,0,0,Intel Core i7,2.8,Nvidia Mid-End
Lenovo,Notebook,15.6,16,Windows 10,2.5,130483,0,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.9,Nvidia Quadro
Asus,Gaming,17.3,8,Windows 10,3.2,90310,0,0,1920,1080,Mid,127.34,256,1000,0,0,AMD Ryzen,3.2,AMD High-End
HP,Notebook,15.6,4,Windows 10,2.1,18488,0,0,1366,768,Low,100.45,0,500,0,0,Other Intel,1.6,Intel Low-End
Google,Ultrabook,12.3,16,Chrome OS,1.1,117163,0,1,2400,1600,High,234.51,512,0,0,0,Intel Core i7,1.3,Intel Low-End
Lenovo,Ultrabook,14.0,24,Windows 10,1.32,126913,0,0,2560,1440,High,209.8,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Asus,Notebook,15.6,4,Linux,2.0,29784,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,17.3,8,Windows 10,2.8,27652,0,0,1600,900,Mid,106.11,0,1000,0,0,AMD A6,2.5,AMD Low-End
Dell,Notebook,15.6,4,Windows 10,2.2,39907,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,1.6,AMD Mid-End
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,76137,1,0,1920,1080,Mid,176.23,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,18595,0,0,1920,1080,Mid,141.21,128,0,0,0,Other Intel,1.1,Intel Low-End
HP,Gaming,15.6,8,Windows 10,2.2,58555,1,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Notebook,14.0,8,Windows 10,1.64,62817,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.8,Nvidia Mid-End
Acer,Notebook,15.6,4,Linux,2.4,23539,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Workstation,15.6,8,Windows 10,2.23,106187,0,0,1920,1080,Mid,141.21,0,1000,64,0,Other Intel,3.0,Nvidia Quadro
MSI,Gaming,15.6,8,Windows 10,2.2,54758,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia High-End
Microsoft,Ultrabook,13.5,16,Windows 10,1.25,137942,0,1,2256,1504,High,200.84,512,0,0,0,Intel Core i7,2.5,Intel High-End
HP,Notebook,15.6,8,Windows 10,1.91,31382,0,0,1366,768,Low,100.45,128,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Workstation,15.6,16,Windows 10,2.17,105228,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,Nvidia Quadro
HP,Workstation,15.6,8,Windows 10,2.31,81732,1,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.9,Intel Low-End
Lenovo,Notebook,14.0,8,Windows 10,1.65,71662,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.36,52161,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,1.8,AMD Mid-End
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,25521,0,1,1366,768,Low,135.09,0,500,0,0,Other Intel,1.6,Intel Low-End
Dell,Notebook,17.3,8,Windows 10,4.42,109011,1,0,1920,1080,Mid,127.34,0,1000,0,0,Intel Core i7,2.7,Nvidia High-End
Microsoft,Ultrabook,13.5,4,Windows 10,1.252,52694,0,1,2256,1504,High,200.84,128,0,0,0,Other Intel,2.2,Intel Low-End
Microsoft,Ultrabook,13.5,8,Windows 10,1.25,95851,0,1,2256,1504,High,200.84,256,0,0,0,Intel Core i7,2.5,Intel High-End
HP,Notebook,17.3,8,Windows 10,2.5,34094,0,0,1600,900,Mid,106.11,256,0,0,0,Intel Core i3,2.0,Intel Low-End
Acer,Notebook,15.6,4,Windows 10,2.23,28984,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i3,2.0,Nvidia Mid-End
Acer,Netbook,11.6,4,Windows 10,1.4,23177,0,0,1366,768,Low,135.09,128,0,0,0,Other Intel,1.6,Intel Low-End
Asus,Notebook,15.6,8,Windows 10,2.37,39907,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,14.0,8,No OS,1.5,42571,1,0,1920,1080,Mid,157.35,512,0,0,0,Intel Core i7,2.7,AMD Mid-End
Lenovo,Notebook,15.6,8,Windows 10,2.67,111355,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.9,Nvidia Quadro
Asus,Notebook,15.6,4,Windows 10,2.0,16197,0,0,1366,768,Low,100.45,0,500,0,0,Other Intel,1.1,Intel Low-End
Acer,Notebook,15.6,4,Windows 10,2.2,24988,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i3,2.0,Nvidia Mid-End
Dell,Notebook,15.6,8,Windows 10,2.02,40440,0,0,1920,1080,Mid,141.21,0,2000,0,0,Intel Core i5,1.6,AMD Mid-End
HP,Gaming,17.3,12,Windows 10,3.78,90523,1,0,1920,1080,Mid,127.34,0,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,98994,1,0,2560,1440,High,209.8,256,0,0,0,Intel Core i7,2.6,Intel Low-End
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,106507,1,1,3840,2160,Ultra,331.26,512,0,0,0,Intel Core i7,1.8,Intel Mid-End
HP,Notebook,15.6,8,Windows 10,1.9,61485,0,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i5,2.5,AMD Firepro
Google,Ultrabook,12.3,8,Chrome OS,1.1,67932,0,1,2400,1600,High,234.51,128,0,0,0,Intel Core i5,1.2,Intel Low-End
Dell,Ultrabook,13.3,8,Windows 10,1.42,98134,0,1,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Asus,Notebook,15.6,12,Windows 10,2.06,69211,1,0,3840,2160,Ultra,282.42,128,1000,0,0,Intel Core i7,2.6,Intel Low-End
Dell,Notebook,14.0,8,Windows 10,1.79,39427,0,0,1366,768,Low,111.94,128,0,0,0,Intel Core i3,2.3,Intel Low-End
Dell,Workstation,15.6,8,Windows 10,1.78,128298,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia Quadro
Lenovo,Notebook,14.0,8,Windows 10,1.7,72674,0,0,1920,1080,Mid,157.35,180,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.2,35964,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,1.6,AMD Mid-End
Toshiba,Notebook,13.3,8,Windows 10,1.05,89084,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.16,67239,1,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,1.8,Nvidia Mid-End
Dell,Notebook,15.6,4,Windows 10,2.18,31254,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.4,Intel Low-End
HP,Notebook,13.3,4,Windows 10,1.49,38681,1,0,1920,1080,Mid,165.63,128,0,0,0,Intel Core i5,1.6,Intel Mid-End
Chuwi,Notebook,15.6,4,Windows 10,1.89,13261,0,0,1920,1080,Mid,141.21,0,0,64,0,Other Intel,1.44,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.3,30103,0,0,1366,768,Low,100.45,128,0,0,0,Intel Core i3,2.0,Intel Low-End
Lenovo,Notebook,14.0,8,Windows 10,1.75,55891,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Dell,Workstation,15.6,16,Windows 10,2.17,124569,1,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.7,Nvidia Quadro
Dell,Notebook,15.6,16,Windows 10,2.06,101179,0,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,95797,1,0,1920,1080,Mid,176.23,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Asus,Ultrabook,12.5,16,Windows 10,0.91,103896,0,0,1920,1080,Mid,176.23,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Notebook,15.6,8,Windows 10,2.3,53919,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia Mid-End
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,149131,0,1,1920,1080,Mid,165.63,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Asus,Gaming,15.6,8,Windows 10,1.99,71928,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Acer,Notebook,15.6,8,Windows 10,2.2,30849,0,0,1366,768,Low,100.45,0,1000,0,0,AMD A10,2.5,AMD High-End
Asus,Gaming,17.3,24,Windows 10,4.33,67612,1,1,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.6,Nvidia Mid-End
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,58555,1,0,1366,768,Low,125.37,180,0,0,0,Intel Core i5,2.3,Intel Low-End
Lenovo,Notebook,15.6,8,Windows 10,2.17,47893,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,1.8,Intel Mid-End
HP,Notebook,14.0,8,Windows 10,1.48,93187,0,0,1920,1080,Mid,157.35,1000,0,0,0,Intel Core i7,2.8,Intel Low-End
Lenovo,Notebook,13.3,8,Windows 10,1.4,50563,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i3,2.4,Intel Low-End
Lenovo,Notebook,15.6,8,Windows 10,2.3,48538,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Asus,Netbook,11.6,4,Windows 10,1.2,18115,0,0,1366,768,Low,135.09,0,0,64,0,Other Intel,1.1,Intel Low-End
HP,Notebook,15.6,8,Windows 10,1.91,32980,0,0,1366,768,Low,100.45,256,0,0,0,Intel Core i5,2.5,AMD Mid-End
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,85195,1,1,1920,1080,Mid,158.48,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Lenovo,Notebook,14.0,4,Windows 10,2.1,15931,0,0,1366,768,Low,111.94,0,500,0,0,Other Intel,1.1,Intel Low-End
Lenovo,Netbook,11.6,4,Chrome OS,1.25,14119,0,0,1366,768,Low,135.09,16,0,0,0,Other Intel,1.6,Intel Low-End
Lenovo,Notebook,13.3,8,Windows 10,1.44,50563,0,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Asus,Notebook,15.6,8,Windows 10,2.0,65215,0,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.7,Intel Low-End
Acer,Notebook,15.6,4,Windows 10,2.2,32661,1,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,1.6,Nvidia Mid-End
HP,Ultrabook,13.3,8,Windows 10,1.34,70489,1,0,1920,1080,Mid,165.63,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Gaming,15.6,8,No OS,2.4,61219,1,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Ultrabook,13.3,8,Windows 10,1.29,47899,1,1,1920,1080,Mid,165.63,128,0,0,0,Intel Core i5,2.5,Intel Low-End
Acer,Notebook,15.6,4,Windows 10,2.2,34046,0,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i7,2.7,Nvidia Mid-End
Dell,Notebook,15.6,8,Windows 10,2.18,44542,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,15.6,16,Windows 10,2.2,64961,0,0,1920,1080,Mid,141.21,256,2000,0,0,Intel Core i7,1.8,AMD Mid-End
Xiaomi,Notebook,15.6,16,No OS,1.95,74589,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,1.8,Nvidia Mid-End
Asus,Netbook,11.6,2,Windows 10,1.1,13054,0,0,1366,768,Low,135.09,0,0,32,0,Other Intel,1.1,Intel Low-End
HP,Notebook,15.6,4,Windows 10,2.04,27784,0,1,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,1.6,Intel Mid-End
Asus,Gaming,15.6,24,Windows 10,2.24,158135,0,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,15.6,8,Windows 10,2.04,47366,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia Mid-End
Asus,Gaming,17.3,16,Windows 10,3.0,80133,0,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Gaming,15.6,8,Windows 10,3.2,74539,1,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Ultrabook,13.3,8,Windows 10,1.32,74539,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Dell,Notebook,14.0,8,Windows 10,1.64,68184,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.6,Intel Low-End
HP,Notebook,15.6,4,Windows 10,1.63,36710,0,0,1366,768,Low,100.45,128,0,0,0,Intel Core i3,2.0,Intel Low-End
Dell,Notebook,17.3,8,Linux,2.8,47366,1,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i5,1.6,AMD Mid-End
Lenovo,Notebook,14.0,8,Windows 7,2.02,71395,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.3,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,42571,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.7,Nvidia Low-End
Lenovo,Notebook,15.6,8,No OS,2.2,24456,0,0,1366,768,Low,100.45,0,2000,0,0,Intel Core i3,2.0,Nvidia Low-End
Dell,Notebook,15.6,4,Windows 10,2.3,31169,0,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i5,2.5,AMD Low-End
Dell,Notebook,15.6,8,Windows 10,1.9,73367,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.8,Intel Low-End
Dell,Gaming,17.3,16,Windows 10,4.42,160520,1,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Toshiba,Notebook,15.6,8,Windows 10,2.0,45821,1,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i5,2.5,Intel Low-End
Asus,Notebook,15.6,8,Windows 10,2.0,69211,1,0,3840,2160,Ultra,282.42,256,1000,0,0,Intel Core i7,2.7,Nvidia High-End
Mediacom,Notebook,13.3,4,Windows 10,1.2,19660,1,0,1920,1080,Mid,165.63,32,0,0,0,Other Intel,1.1,Intel Low-End
Asus,Gaming,15.6,8,Windows 10,2.3,87859,1,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i5,2.5,Nvidia High-End
Dell,Notebook,15.6,8,Windows 10,1.93,72940,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia Mid-End
Dell,Notebook,15.6,8,Windows 10,2.2,42486,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,1.6,AMD Mid-End
HP,Notebook,15.6,4,Windows 10,1.86,21258,0,0,1920,1080,Mid,141.21,256,0,0,0,Other Intel,1.6,Intel Low-End
HP,Gaming,17.3,12,Windows 10,2.62,95851,0,0,1920,1080,Mid,127.34,0,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,14.0,8,Windows 10,1.87,45768,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,2.7,Nvidia Mid-End
Dell,Ultrabook,13.3,8,Windows 10,1.2,74539,0,1,3200,1800,Ultra,276.05,256,0,0,0,Intel Core i7,1.8,Intel Mid-End
Dell,Notebook,14.0,4,Windows 10,1.6,39207,0,0,1920,1080,Mid,157.35,128,0,0,0,Intel Core i3,2.0,Intel Low-End
HP,Ultrabook,13.3,8,Windows 10,1.34,61006,1,0,3200,1800,Ultra,276.05,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Acer,Gaming,15.6,8,Linux,2.4,42517,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Nvidia High-End
Asus,Notebook,15.6,4,Windows 10,2.0,18595,0,0,1366,768,Low,100.45,0,500,0,0,AMD E-Series,1.8,AMD Low-End
HP,Notebook,15.6,4,Windows 10,2.1,37589,0,0,1920,1080,Mid,141.21,128,0,0,0,Intel Core i3,2.4,Intel Low-End
Lenovo,Notebook,14.0,4,Windows 10,1.87,41825,0,0,1920,1080,Mid,157.35,0,500,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,15.6,4,No OS,2.15,24634,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.3,Intel Low-End
HP,Notebook,15.6,4,Windows 10,1.86,21152,0,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i3,2.0,Intel Low-End
Lenovo,Notebook,15.6,8,Windows 10,1.99,92121,1,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,26587,0,0,1920,1080,Mid,141.21,128,0,0,0,Intel Core i3,2.0,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,1.9,59513,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
